accession	locus	organism	mol_type	strain	country	location	continent	collection_date.y	collection_date.m	collection_date.d	host	isolation_source	isolate	length	N	M	F	HN	L	NP	P	D
MW654336.1	MW654336	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	4	3	Homo sapiens	nasal swab	GER/5789/17-18	1719	0	0	0	100	0	0	0	0
MW654337.1	MW654337	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	4	10	Homo sapiens	nasal swab	GER/5901/17-18	1719	0	0	0	100	0	0	0	0
MW654338.1	MW654338	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	5	3	Homo sapiens	pharyngeal swab	GER/6139/17-18	1719	0	0	0	100	0	0	0	0
MW654339.1	MW654339	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	5	15	Homo sapiens	pharyngeal swab	GER/6219/17-18	1719	0	0	0	100	0	0	0	0
MW654340.1	MW654340	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	5	22	Homo sapiens	nasal swab	GER/6244/17-18	1719	0	0	0	100	0	0	0	0
MW654341.1	MW654341	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	6	4	Homo sapiens	nasal swab	GER/6279/17-18	1719	0	0	0	100	0	0	0	0
MW654342.1	MW654342	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	5	28	Homo sapiens	nasal swab	GER/6286/17-18	1719	0	0	0	100	0	0	0	0
MW654343.1	MW654343	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	6	12	Homo sapiens	nasal swab	GER/6340/17-18	1719	0	0	0	100	0	0	0	0
MW654344.1	MW654344	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	7	2	Homo sapiens	nasal swab	GER/6490/17-18	1719	0	0	0	100	0	0	0	0
MW654345.1	MW654345	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	7	9	Homo sapiens	nasal swab	GER/6518/17-18	1719	0	0	0	100	0	0	0	0
MW654346.1	MW654346	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	8	6	Homo sapiens	nasal swab	GER/6597/17-18	1719	0	0	0	100	0	0	0	0
MW654347.1	MW654347	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	8	13	Homo sapiens	nasal swab	GER/6607/17-18	1719	0	0	0	100	0	0	0	0
MW654348.1	MW654348	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	9	12	Homo sapiens	nasal swab	GER/6714/17-18	1719	0	0	0	100	0	0	0	0
MW654349.1	MW654349	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	9	17	Homo sapiens	swab	GER/6719/17-18	1719	0	0	0	100	0	0	0	0
MW654350.1	MW654350	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	9	26	Homo sapiens	nasal swab	GER/0011/18-19	1719	0	0	0	100	0	0	0	0
MW654351.1	MW654351	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	10	4	Homo sapiens	nasal swab	GER/0056/18-19	1719	0	0	0	100	0	0	0	0
MW654352.1	MW654352	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	10	18	Homo sapiens	nasal swab	GER/0150/18-19	1719	0	0	0	100	0	0	0	0
MW654353.1	MW654353	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	10	22	Homo sapiens	nasal swab	GER/0189/18-19	1719	0	0	0	100	0	0	0	0
MW654354.1	MW654354	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	10	29	Homo sapiens	nasal swab	GER/0234/18-19	1719	0	0	0	100	0	0	0	0
MW654355.1	MW654355	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	11	7	Homo sapiens	nasal swab	GER/0343/18-19	1719	0	0	0	100	0	0	0	0
MW654356.1	MW654356	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	11	12	Homo sapiens	nasal swab	GER/0423/18-19	1719	0	0	0	100	0	0	0	0
MW654357.1	MW654357	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	11	21	Homo sapiens	nasal swab	GER/0574/18-19	1719	0	0	0	100	0	0	0	0
MW654358.1	MW654358	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	11	29	Homo sapiens	nasal swab	GER/0727/18-19	1719	0	0	0	100	0	0	0	0
MW654359.1	MW654359	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	12	3	Homo sapiens	nasal swab	GER/0778/18-19	1719	0	0	0	100	0	0	0	0
MW654360.1	MW654360	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	12	10	Homo sapiens	nasal swab	GER/0894/18-19	1719	0	0	0	100	0	0	0	0
MW654361.1	MW654361	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	12	10	Homo sapiens	nasal swab	GER/0996/18-19	1719	0	0	0	100	0	0	0	0
MW654362.1	MW654362	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2018	12	19	Homo sapiens	nasal swab	GER/1048/18-19	1719	0	0	0	100	0	0	0	0
MW654363.1	MW654363	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	1	4	Homo sapiens	nasal swab	GER/1233/18-19	1719	0	0	0	100	0	0	0	0
MW654364.1	MW654364	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	1	16	Homo sapiens	nasal swab	GER/1445/18-19	1719	0	0	0	100	0	0	0	0
MW654365.1	MW654365	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	1	23	Homo sapiens	nasal swab	GER/1723/18-19	1719	0	0	0	100	0	0	0	0
MW654366.1	MW654366	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	2	7	Homo sapiens	nasal swab	GER/2258/18-19	1719	0	0	0	100	0	0	0	0
MW654367.1	MW654367	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	2	14	Homo sapiens	nasal swab	GER/2512/18-19	1719	0	0	0	100	0	0	0	0
MW654368.1	MW654368	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	3	4	Homo sapiens	nasal swab	GER/3137/18-19	1719	0	0	0	100	0	0	0	0
MW654369.1	MW654369	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	3	11	Homo sapiens	nasal swab	GER/3376/18-19	1719	0	0	0	100	0	0	0	0
MW654370.1	MW654370	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	3	21	Homo sapiens	nasal swab	GER/3726/18-19	1719	0	0	0	100	0	0	0	0
MW654371.1	MW654371	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	3	25	Homo sapiens	nasal swab	GER/3756/18-19	1719	0	0	0	100	0	0	0	0
MW654372.1	MW654372	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	3	29	Homo sapiens	nasal swab	GER/3836/18-19	1719	0	0	0	100	0	0	0	0
MW654373.1	MW654373	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	4	9	Homo sapiens	pharyngeal swab	GER/4024/18-19	1719	0	0	0	100	0	0	0	0
MW654374.1	MW654374	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	4	15	Homo sapiens	nasal swab	GER/4096/18-19	1719	0	0	0	100	0	0	0	0
MW654375.1	MW654375	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	5	6	Homo sapiens	nasal swab	GER/4204/18-19	1719	0	0	0	100	0	0	0	0
MW654376.1	MW654376	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	5	23	Homo sapiens	nasal swab	GER/4306/18-19	1719	0	0	0	100	0	0	0	0
MW654377.1	MW654377	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	6	4	Homo sapiens	nasal swab	GER/4335/18-19	1719	0	0	0	100	0	0	0	0
MW654378.1	MW654378	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	6	11	Homo sapiens	nasal swab	GER/4398/18-19	1719	0	0	0	100	0	0	0	0
MW654379.1	MW654379	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	6	24	Homo sapiens	nasal swab	GER/4441/18-19	1719	0	0	0	100	0	0	0	0
MW654380.1	MW654380	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2019	7	22	Homo sapiens	nasal swab	GER/4648/18-19	1719	0	0	0	100	0	0	0	0
MW654381.1	MW654381	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2015	11	2	Homo sapiens	nasal swab	GER/0280/15-16	1719	0	0	0	100	0	0	0	0
MW654382.1	MW654382	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2014	11	3	Homo sapiens	nasal swab	GER/0368/14-15	1719	0	0	0	100	0	0	0	0
MW654383.1	MW654383	Human respirovirus 3	viral cRNA	NA	Germany	NA	Europe	2016	4	20	Homo sapiens	nasal swab	GER/4049/15-16	1719	0	0	0	100	0	0	0	0
MW675782.1	MW675782	Human respirovirus 3	viral cRNA	SC9779	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15381	100	100	100	100	100	100	100	100
MW675783.1	MW675783	Human respirovirus 3	viral cRNA	SC33	USA	NA	NorthAm	2016	NA	NA	Homo sapiens	NA	NA	15376	100	100	100	100	100	100	100	100
MW880934.1	MW880934	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Reference_Patient_4	1058	0	0	0	61.54741129	0	0	0	0
MW880935.1	MW880935	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Reference_Patient_3	1058	0	0	0	61.54741129	0	0	0	0
MW880936.1	MW880936	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Reference_Patient_2	1058	0	0	0	61.54741129	0	0	0	0
MW880937.1	MW880937	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_2	1058	0	0	0	61.54741129	0	0	0	0
MW880938.1	MW880938	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Reference_Patient_1	1058	0	0	0	61.54741129	0	0	0	0
MW880939.1	MW880939	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_6	1058	0	0	0	61.54741129	0	0	0	0
MW880940.1	MW880940	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_8	1058	0	0	0	61.54741129	0	0	0	0
MW880941.1	MW880941	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_11	1058	0	0	0	61.54741129	0	0	0	0
MW880942.1	MW880942	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_12	1058	0	0	0	61.54741129	0	0	0	0
MW880943.1	MW880943	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_14	1058	0	0	0	61.54741129	0	0	0	0
MW880944.1	MW880944	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_18	1058	0	0	0	61.54741129	0	0	0	0
MW880945.1	MW880945	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_4	1058	0	0	0	61.54741129	0	0	0	0
MW880946.1	MW880946	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_20	1058	0	0	0	61.54741129	0	0	0	0
MW880947.1	MW880947	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_13	1058	0	0	0	61.54741129	0	0	0	0
MW880948.1	MW880948	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_25	1058	0	0	0	61.54741129	0	0	0	0
MW880949.1	MW880949	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_24	1058	0	0	0	61.54741129	0	0	0	0
MW880950.1	MW880950	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_19	1058	0	0	0	61.54741129	0	0	0	0
MW880951.1	MW880951	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_30	1058	0	0	0	61.54741129	0	0	0	0
MW880952.1	MW880952	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_10	1058	0	0	0	61.54741129	0	0	0	0
MW880953.1	MW880953	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_28	1058	0	0	0	61.54741129	0	0	0	0
MW880954.1	MW880954	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_33	1058	0	0	0	61.54741129	0	0	0	0
MW880955.1	MW880955	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_23	1058	0	0	0	61.54741129	0	0	0	0
MW880956.1	MW880956	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_26	1058	0	0	0	61.54741129	0	0	0	0
MW880957.1	MW880957	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_34	1058	0	0	0	61.54741129	0	0	0	0
MW880958.1	MW880958	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_38	1058	0	0	0	61.54741129	0	0	0	0
MW880959.1	MW880959	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_32	1058	0	0	0	61.54741129	0	0	0	0
MW880960.1	MW880960	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_21	1058	0	0	0	61.54741129	0	0	0	0
MW880961.1	MW880961	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_22	1058	0	0	0	61.54741129	0	0	0	0
MW880962.1	MW880962	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_44	1058	0	0	0	61.54741129	0	0	0	0
MW880963.1	MW880963	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_43	1058	0	0	0	61.54741129	0	0	0	0
MW880964.1	MW880964	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_41	1058	0	0	0	61.54741129	0	0	0	0
MW880965.1	MW880965	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_15	1058	0	0	0	61.54741129	0	0	0	0
MW880966.1	MW880966	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_46	1058	0	0	0	61.54741129	0	0	0	0
MW880967.1	MW880967	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Patient_35	1058	0	0	0	61.54741129	0	0	0	0
MW880968.1	MW880968	Human respirovirus 3	viral cRNA	NA	Netherlands	NA	Europe	2016	NA	NA	Homo sapiens	NA	HPIV-3_HA_Reference_Patient_Amsterdam	1058	0	0	0	61.54741129	0	0	0	0
MZ326142.1	MZ326142	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2018	NA	NA	Homo sapiens	NA	ZJWZ3	15308	100	100	100	100	100	100	100	100
MZ326143.1	MZ326143	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2018	NA	NA	Homo sapiens	NA	ZJHL59	15308	100	100	100	100	100	99.87080103	100	100
MZ439825.1	MZ439825	Human respirovirus 3	viral cRNA	HPIV3/Seattle/USA/13897/2021	USA	NA	NorthAm	2021	NA	NA	Homo sapiens	NA	NA	15419	100	100	100	100	100	99.87080103	100	100
MZ773069.1	MZ773069	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2020	12	30	Homo sapiens	pharyngeal swab	57/Shenyang/CHN/2020	1719	0	0	0	100	0	0	0	0
MZ773070.1	MZ773070	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2020	12	30	Homo sapiens	pharyngeal swab	56/Shenyang/CHN/2020	1719	0	0	0	100	0	0	0	0
MZ773071.1	MZ773071	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2020	12	30	Homo sapiens	pharyngeal swab	55/Shenyang/CHN/2020	1719	0	0	0	100	0	0	0	0
MZ773072.1	MZ773072	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2020	12	30	Homo sapiens	pharyngeal swab	51/Shenyang/CHN/2020	1719	0	0	0	100	0	0	0	0
MZ773073.1	MZ773073	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2020	12	30	Homo sapiens	pharyngeal swab	50/Shenyang/CHN/2020	1719	0	0	0	100	0	0	0	0
MZ773074.1	MZ773074	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2020	12	30	Homo sapiens	pharyngeal swab	45/Shenyang/CHN/2020	1719	0	0	0	100	0	0	0	0
MZ773075.1	MZ773075	Human respirovirus 3	viral cRNA	NA	China	NA	Asia	2020	12	30	Homo sapiens	pharyngeal swab	44/Shenyang/CHN/2020	1719	0	0	0	100	0	0	0	0
MZ802991.1	MZ802991	Human respirovirus 3	viral cRNA	NA	Russia	Sochi	Europe	2019	1	NA	Papio anubis	lung	43284	321	0	0	0	0	4.78961504	0	0	0
MZ802992.1	MZ802992	Human respirovirus 3	viral cRNA	NA	Russia	Sochi	Europe	2019	1	NA	Papio anubis	lung	43322	322	0	0	0	0	4.804535959	0	0	0
NC_001796.2	NC_001796	Human respirovirus 3	viral cRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15462	100	100	100	99.82547993	100	100	100	100
NC_038270.1	NC_038270	Simian Agent 10	genomic RNA	NA	South Africa	NA	Africa	1963	NA	NA	Cercopithecus mitis (samango monkey)	mouth	NA	15462	100	100	100	100	100	100	100	100
OM141135.1	OM141135	Pangolin parainfluenza 3 virus	viral cRNA	NA	NA	NA	NA	NA	NA	NA	pangolin	NA	PIV3_MJ04	15432	100	100	100	100	100	99.87080103	100	100
OM240901.1	OM240901	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2016	6	NA	Homo sapiens	NA	PIV3_KINRESS_US0215	1719	0	0	0	100	0	0	0	0
OM240902.1	OM240902	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2018	5	NA	Homo sapiens	NA	PIV3_KINRESS_SO0460	1719	0	0	0	100	0	0	0	0
OM240903.1	OM240903	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2018	5	NA	Homo sapiens	NA	PIV3_KINRESS_SO0450	1719	0	0	0	100	0	0	0	0
OM240904.1	OM240904	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2019	7	NA	Homo sapiens	NA	PIV3_KINRESS_JJ0292	1719	0	0	0	100	0	0	0	0
OM240905.1	OM240905	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2016	6	NA	Homo sapiens	NA	PIV3_KINRESS_JJ0202	1719	0	0	0	100	0	0	0	0
OM240906.1	OM240906	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2016	5	NA	Homo sapiens	NA	PIV3_KINRESS_JJ0187	1719	0	0	0	100	0	0	0	0
OM240907.1	OM240907	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2017	6	NA	Homo sapiens	NA	PIV3_KINRESS_JB0430	1719	0	0	0	100	0	0	0	0
OM240908.1	OM240908	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2017	7	NA	Homo sapiens	NA	PIV3_KINRESS_IC0303	1719	0	0	0	100	0	0	0	0
OM240909.1	OM240909	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2019	8	NA	Homo sapiens	NA	PIV3_KINRESS_GW0523	1719	0	0	0	100	0	0	0	0
OM240910.1	OM240910	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2018	7	NA	Homo sapiens	NA	PIV3_KINRESS_GW0427	1719	0	0	0	100	0	0	0	0
OM240911.1	OM240911	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2017	6	NA	Homo sapiens	NA	PIV3_KINRESS_GW0367	1719	0	0	0	100	0	0	0	0
OM240912.1	OM240912	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2017	5	NA	Homo sapiens	NA	PIV3_KINRESS_GW0335	1719	0	0	0	100	0	0	0	0
OM240913.1	OM240913	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2021	9	NA	Homo sapiens	NA	PIV3_KINRESS_GN0330	1719	0	0	0	100	0	0	0	0
OM240914.1	OM240914	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2021	9	NA	Homo sapiens	NA	PIV3_KINRESS_GN0322	1719	0	0	0	100	0	0	0	0
OM240915.1	OM240915	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2021	9	NA	Homo sapiens	NA	PIV3_KINRESS_GN0321	1719	0	0	0	100	0	0	0	0
OM240916.1	OM240916	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2021	9	NA	Homo sapiens	NA	PIV3_KINRESS_GN0315	1719	0	0	0	100	0	0	0	0
OM240917.1	OM240917	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2021	8	NA	Homo sapiens	NA	PIV3_KINRESS_GJ0543	1719	0	0	0	100	0	0	0	0
OM240918.1	OM240918	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2019	7	NA	Homo sapiens	NA	PIV3_KINRESS_GJ0525	1719	0	0	0	100	0	0	0	0
OM240919.1	OM240919	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2016	6	NA	Homo sapiens	NA	PIV3_KINRESS_GB0301	1719	0	0	0	100	0	0	0	0
OM240920.1	OM240920	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2017	4	NA	Homo sapiens	NA	PIV3_KINRESS_CN0367	1719	0	0	0	100	0	0	0	0
OM240921.1	OM240921	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2019	7	NA	Homo sapiens	NA	PIV3_KINRESS_CB0497	1719	0	0	0	100	0	0	0	0
OM240922.1	OM240922	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2016	6	NA	Homo sapiens	NA	PIV3_KINRESS_CB0332	1719	0	0	0	100	0	0	0	0
OM240923.1	OM240923	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2018	8	NA	Homo sapiens	NA	PIV3_KINRESS_BS0469	1719	0	0	0	100	0	0	0	0
OM240924.1	OM240924	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2019	7	NA	Homo sapiens	NA	PIV3_KINRESS_BS0351	1719	0	0	0	100	0	0	0	0
OM240925.1	OM240925	Human respirovirus 3	viral cRNA	NA	South Korea	NA	Asia	2018	6	NA	Homo sapiens	NA	PIV3_KINRESS_BS0348	1719	0	0	0	100	0	0	0	0
ON385588.1	ON385588	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	14	Homo sapiens	NA	HPIV3/Gwangju/KOR/01/2021	426	0	0	0	24.78184991	0	0	0	0
ON385589.1	ON385589	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	2	Homo sapiens	NA	HPIV3/Gwangju/KOR/02/2021	426	0	0	0	24.78184991	0	0	0	0
ON385590.1	ON385590	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	13	Homo sapiens	NA	HPIV3/Gwangju/KOR/03/2021	426	0	0	0	24.78184991	0	0	0	0
ON385591.1	ON385591	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	6	Homo sapiens	NA	HPIV3/Gwangju/KOR/04/2021	426	0	0	0	24.78184991	0	0	0	0
ON385592.1	ON385592	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	13	Homo sapiens	NA	HPIV3/Gwangju/KOR/05/2021	426	0	0	0	24.78184991	0	0	0	0
ON385593.1	ON385593	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	10	Homo sapiens	NA	HPIV3/Gwangju/KOR/06/2021	426	0	0	0	24.78184991	0	0	0	0
ON385594.1	ON385594	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	6	Homo sapiens	NA	HPIV3/Gwangju/KOR/07/2021	426	0	0	0	24.78184991	0	0	0	0
ON385595.1	ON385595	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	14	Homo sapiens	NA	HPIV3/Gwangju/KOR/08/2021	426	0	0	0	24.78184991	0	0	0	0
ON385596.1	ON385596	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	15	Homo sapiens	NA	HPIV3/Gwangju/KOR/09/2021	426	0	0	0	24.78184991	0	0	0	0
ON385597.1	ON385597	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	8	Homo sapiens	NA	HPIV3/Gwangju/KOR/10/2021	426	0	0	0	24.78184991	0	0	0	0
ON385598.1	ON385598	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	10	Homo sapiens	NA	HPIV3/Gwangju/KOR/11/2021	426	0	0	0	24.78184991	0	0	0	0
ON385599.1	ON385599	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	9	10	Homo sapiens	NA	HPIV3/Gwangju/KOR/12/2021	426	0	0	0	24.78184991	0	0	0	0
ON385600.1	ON385600	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	8	17	Homo sapiens	NA	HPIV3/Gwangju/KOR/13/2021	426	0	0	0	24.78184991	0	0	0	0
ON385601.1	ON385601	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	8	17	Homo sapiens	NA	HPIV3/Gwangju/KOR/14/2021	426	0	0	0	24.78184991	0	0	0	0
ON385602.1	ON385602	Human respirovirus 3	viral cRNA	NA	South Korea	Gwangju	Asia	2021	8	28	Homo sapiens	NA	HPIV3/Gwangju/KOR/15/2021	426	0	0	0	24.78184991	0	0	0	0
